roundID,score,movesExec,movesConsid,runtime
133,20,193,269,0.000565958
134,34,475,886,0.00156475
135,21,147,190,0.000472625
136,37,363,514,0.00123304
137,37,312,494,0.00103296
138,25,225,316,0.000729334
139,26,235,317,0.0008355
140,27,280,467,0.000805375
141,33,257,373,0.00103958
142,27,251,394,0.000724458
143,23,196,286,0.000566584
144,24,177,250,0.0005455
145,36,341,476,0.00132742
146,42,387,643,0.00134608
147,16,136,187,0.000397209
148,27,224,291,0.0008395
149,20,163,199,0.00047125
150,37,383,661,0.00138429
151,26,228,320,0.000672083
152,39,395,613,0.001314
153,16,104,160,0.00029875
154,29,341,563,0.00104475
155,39,426,748,0.00141254
156,38,383,640,0.00118812
157,39,377,541,0.00154013
158,31,289,404,0.000919375
159,25,213,320,0.000630958
160,35,282,383,0.00106092
161,28,312,500,0.00100837
162,29,354,671,0.00134625
163,25,282,505,0.000986458
164,26,221,303,0.000675125
165,32,308,474,0.000956125
166,29,305,438,0.001059
167,18,127,178,0.000364333
168,28,255,344,0.000929334
169,31,335,607,0.00104646
170,18,140,191,0.000490792
171,27,281,463,0.000822125
172,47,538,866,0.00176662
173,25,186,239,0.00062975
174,33,314,417,0.00104004
175,20,147,189,0.000497209
176,41,495,867,0.00192379
177,20,172,223,0.000540083
178,31,310,483,0.00102054
179,28,199,275,0.000604792
180,30,258,366,0.00078275
181,23,211,308,0.000731542
182,34,384,630,0.00116108
183,35,375,620,0.00118312
184,35,285,403,0.00113917
185,46,514,777,0.00197633
186,39,538,956,0.00200625
187,32,243,342,0.000890916
188,40,411,684,0.00146758
189,22,155,192,0.000487458
190,22,191,297,0.000691458
191,26,243,328,0.000704417
192,32,256,386,0.000862667
193,23,185,289,0.000587958
194,29,295,448,0.00104621
195,33,279,431,0.00110908
196,31,307,448,0.000963667
197,38,432,651,0.00151967
198,33,328,465,0.00107163
199,29,237,326,0.0006795
200,28,291,427,0.000824875
201,24,228,308,0.000764958
202,30,272,353,0.000889958
203,44,417,657,0.00163808
204,23,251,408,0.00073225
205,39,377,696,0.00152633
206,47,595,1102,0.00236367
207,31,304,421,0.00112242
208,29,258,377,0.000791125
209,39,375,647,0.00135979
210,34,345,630,0.00106221
211,26,227,297,0.000738375
212,41,507,954,0.00191533
213,28,289,502,0.000938708
214,25,252,357,0.00068025
215,26,249,399,0.000808417
216,28,305,478,0.00106013
217,22,209,287,0.000643
218,38,335,506,0.00110504
219,42,510,902,0.00176917
220,34,323,470,0.001156
221,26,207,302,0.000675334
222,20,201,290,0.000586167
223,33,324,500,0.00124163
224,31,304,524,0.000994834
225,48,487,750,0.00176817
226,27,223,274,0.000892416
227,46,523,798,0.00210846
228,17,153,201,0.000470209
229,34,364,577,0.00116925
230,30,311,667,0.00117075
231,28,282,482,0.000888417
232,36,363,621,0.00125858
233,35,325,469,0.00128396
234,23,227,332,0.000643084
235,32,329,506,0.000995708
236,32,348,620,0.00100629
237,33,318,469,0.00103921
238,40,493,888,0.00170542
239,34,387,602,0.00136654
240,22,194,309,0.000582833
241,29,241,379,0.000823625
242,35,324,507,0.00121133
243,31,272,391,0.000985708
244,35,320,483,0.00102504
245,42,377,631,0.00124779
246,36,405,749,0.00139354
247,32,293,399,0.000946125
248,14,120,167,0.000314459
249,26,239,379,0.000712
250,43,371,607,0.00123438
251,34,323,496,0.00100346
252,32,276,383,0.000960167
253,34,400,804,0.00145967
254,18,159,223,0.000434208
255,19,145,213,0.000405
256,19,158,219,0.000503042
257,23,262,412,0.0007445
258,23,182,288,0.000575584
259,30,272,497,0.000844375
260,40,359,464,0.00127729
261,29,341,677,0.00101304
262,18,133,173,0.000381458
263,30,385,710,0.00112283
264,28,209,322,0.000689208
265,23,241,410,0.00075225
266,19,177,265,0.000516541
267,37,289,416,0.000958375
268,32,297,399,0.000886542
269,29,278,425,0.000919792
270,33,274,390,0.000893584
271,24,225,353,0.00064475
272,23,221,289,0.000636416
273,50,544,952,0.0021015
274,18,146,205,0.00045175
275,20,211,309,0.000607458
276,34,319,474,0.00105146
277,16,103,157,0.00031875
278,17,147,199,0.000436958
279,38,393,630,0.00129458
280,22,183,249,0.000535333
281,33,362,493,0.00124542
282,39,408,730,0.00151571
283,22,167,209,0.000511292
284,29,301,467,0.000972709
285,30,330,509,0.00103762
286,38,324,481,0.00115362
287,33,292,487,0.00109042
288,25,225,297,0.00064
289,27,267,406,0.000863625
290,26,244,388,0.000760041
291,36,367,628,0.00121529
292,33,256,334,0.0008595
293,31,315,508,0.00107708
294,23,223,329,0.000665709
295,30,249,369,0.000814959
296,17,137,227,0.000410625
297,21,134,203,0.000419
298,37,350,565,0.00124263
299,25,174,218,0.000596583
300,38,365,599,0.00126825
301,29,303,434,0.00100683
302,25,223,300,0.0007155
303,33,359,598,0.00111942
304,26,250,370,0.000742167
305,41,394,653,0.00141337
306,27,231,340,0.000752375
307,40,441,675,0.00154446
308,20,137,198,0.000508084
309,32,284,436,0.000871334
310,21,179,231,0.000525667
311,26,232,300,0.000805
312,19,133,183,0.000389458
313,31,401,727,0.00129838
314,56,753,1477,0.00253338
315,28,251,372,0.00085825
316,47,477,755,0.00168937
317,43,501,919,0.00159246
318,19,129,182,0.00042275
319,26,181,304,0.000547375
320,41,364,463,0.00159654
321,26,222,263,0.000725875
322,36,347,550,0.00120675
323,26,269,458,0.000860875
324,37,375,649,0.00125633
325,40,459,791,0.00165096
326,20,150,231,0.000469292
327,34,295,437,0.00107817
328,37,377,542,0.00136962
329,40,429,737,0.00152283
330,25,232,354,0.000678708
331,38,355,527,0.00130412
332,31,274,403,0.000855125
333,27,297,482,0.000892958
334,37,387,651,0.00137513
335,31,218,283,0.000710416
336,31,306,436,0.00111429
337,37,399,672,0.00134967
338,24,233,358,0.000810209
339,37,349,548,0.00133746
340,26,240,326,0.000693541
341,43,417,623,0.00144171
342,33,278,414,0.00106875
343,36,428,778,0.00135088
344,27,183,225,0.00058825
345,26,198,247,0.000581834
346,31,255,351,0.000821209
347,33,351,630,0.00122233
348,23,185,264,0.000589542
349,38,355,547,0.00126925
350,43,407,637,0.001315
351,34,328,468,0.00111996
352,39,365,591,0.00144629
353,35,293,452,0.00104304
354,31,286,424,0.000889334
355,28,273,442,0.000916667
356,21,155,202,0.000448792
357,32,287,380,0.000907583
358,20,145,200,0.000402042
359,26,185,263,0.000643667
360,30,273,389,0.000977792
361,37,302,472,0.00109263
362,28,278,418,0.000884208
363,16,114,159,0.000362875
364,48,627,1121,0.00258029
365,28,232,299,0.000798708
366,27,224,315,0.000880708
367,29,344,556,0.000951541
368,19,163,217,0.000454541
369,20,179,253,0.000568459
370,27,237,354,0.000768709
371,38,447,716,0.00167054
372,29,346,593,0.0012505
373,20,143,211,0.000462458
374,29,241,339,0.000697042
375,32,293,465,0.000890208
376,25,218,330,0.000654834
377,27,199,290,0.000616292
378,35,355,476,0.00113304
379,38,371,546,0.00141521
380,48,463,753,0.00166708
381,42,653,1218,0.00229458
382,36,312,433,0.00121146
383,44,510,907,0.00152738
384,34,313,440,0.00102646
385,28,217,326,0.00071425
386,32,276,380,0.000894667
387,16,134,171,0.000389917
388,31,265,392,0.000853833
389,29,244,314,0.000796166
390,20,174,220,0.000556292
391,32,261,392,0.00109992
392,17,133,174,0.000379625
393,31,261,317,0.0007645
394,25,218,301,0.00059225
395,39,505,886,0.00184354
396,22,188,271,0.000506209
397,26,207,319,0.000702666
398,34,328,487,0.00124167
399,27,218,287,0.0007375
400,31,274,353,0.000921417
401,35,413,742,0.00155404
402,34,307,502,0.00106979
403,50,502,814,0.00191721
404,37,366,512,0.00140296
405,21,178,219,0.000588125
406,49,485,835,0.00169162
407,23,185,240,0.000633125
408,48,637,1236,0.00229479
409,40,371,571,0.00135204
410,29,270,401,0.00092225
411,27,377,711,0.00113404
412,24,162,223,0.000553041
413,27,203,310,0.000673167
414,31,292,446,0.000874125
415,21,197,316,0.000588125
416,63,680,1095,0.00301175
417,22,206,284,0.000623708
418,30,255,341,0.00084775
419,30,400,716,0.00132054
420,34,325,521,0.00104637
421,19,111,154,0.000325166
422,42,515,968,0.00185337
423,32,274,386,0.000851542
424,26,238,375,0.000842125
425,24,230,337,0.000655708
426,48,440,746,0.00173733
427,26,232,288,0.000757083
428,37,388,657,0.00133479
429,28,255,369,0.000767291
430,14,112,180,0.000296708
431,25,235,322,0.000716834
432,23,204,294,0.000625584
433,27,246,296,0.000755375
434,29,267,450,0.000914666
435,16,125,161,0.000385958
436,30,293,486,0.00108883
437,18,141,183,0.000394125
438,21,182,221,0.000543208
439,18,177,262,0.000500792
440,22,181,261,0.000527416
441,29,264,402,0.000880125
442,16,141,193,0.000411833
443,51,504,738,0.00192763
444,32,339,525,0.00104237
445,37,392,622,0.001287
446,41,420,597,0.00131075
447,25,224,360,0.000819875
448,28,247,327,0.000737834
449,30,267,432,0.00081
450,55,617,1092,0.00250567
451,19,150,209,0.000407125
452,44,425,666,0.00161408
453,30,248,351,0.000799833
454,29,249,326,0.000881166
455,37,380,583,0.00144042
456,18,124,154,0.00035
457,31,272,408,0.000978583
458,18,139,180,0.000425667
459,32,277,393,0.00102975
460,38,392,585,0.00134475
461,35,419,708,0.00135525
462,30,304,424,0.000999375
463,29,290,427,0.0009625
464,28,278,358,0.00087175
465,23,201,250,0.000591042
466,45,585,1126,0.00201542
467,40,337,442,0.0010915
468,25,239,323,0.000752833
469,23,203,310,0.000611875
470,36,344,500,0.00121758
471,47,455,779,0.00180533
472,23,191,268,0.000607375
473,45,337,479,0.00152433
474,23,191,230,0.000582542
475,10,84,104,0.000231583
476,34,324,487,0.00107575
477,31,293,427,0.000938208
478,33,379,733,0.0012395
479,14,97,142,0.000292167
480,29,302,496,0.000927792
481,27,248,349,0.000829417
482,30,331,529,0.00102063
483,33,298,439,0.00101667
484,25,295,497,0.000858833
485,32,264,344,0.000943958
486,37,387,625,0.00122937
487,32,389,716,0.0012715
488,31,303,438,0.000940667
489,32,248,361,0.00100396
490,24,204,274,0.000606833
491,29,259,371,0.000910625
492,36,372,610,0.0013535
493,41,409,649,0.00159717
494,34,266,385,0.000889125
495,25,264,405,0.00077425
496,34,287,464,0.00110517
497,25,230,412,0.000709875
498,16,149,206,0.00041975
499,30,307,548,0.000952791
500,22,204,311,0.000578459
501,34,329,483,0.00110167
502,32,371,568,0.00122542
503,19,154,203,0.000474667
504,31,316,534,0.00109162
505,34,393,681,0.00130292
506,39,406,587,0.00131562
507,38,338,460,0.00128758
508,38,495,898,0.00185325
509,31,288,385,0.000942667
510,35,325,431,0.00127704
511,24,227,298,0.000743375
512,38,421,703,0.00162408
513,28,289,480,0.000923292
514,37,376,584,0.00120167
515,29,278,407,0.000941125
516,20,131,203,0.000376334
517,31,226,326,0.000802875
518,25,219,340,0.000807417
519,24,243,366,0.0007905
520,25,291,415,0.000938708
521,18,139,197,0.000442917
522,54,675,1239,0.00256379
523,24,222,323,0.000721625
524,25,222,322,0.00074375
525,37,391,641,0.00128054
526,26,266,388,0.00082725
527,23,155,221,0.000574917
528,47,481,699,0.00194154
529,28,261,403,0.000824708
530,26,232,347,0.000679709
531,39,319,420,0.00120929
532,39,389,584,0.00137925
533,18,135,218,0.00040325
534,38,280,369,0.000932958
535,44,540,921,0.00196579
536,19,153,225,0.000416125
537,29,239,351,0.000856917
538,38,304,443,0.00114158
539,23,152,201,0.000486666
540,27,203,295,0.000667334
541,23,208,281,0.000595958
542,35,344,527,0.00126542
543,26,206,281,0.000825583
544,24,220,307,0.0007375
545,16,143,190,0.000401709
546,31,284,432,0.000954417
547,25,201,283,0.000613709
548,42,446,678,0.00168829
549,40,426,756,0.0015035
550,34,321,534,0.00105704
551,27,177,246,0.000636542
552,46,502,814,0.00161092
553,29,193,290,0.000665958
554,36,387,669,0.001344
555,30,305,494,0.00095325
556,45,460,844,0.00170013
557,48,547,981,0.00213129
558,25,165,256,0.000508959
559,21,219,360,0.000617
560,26,242,354,0.000753542
561,19,142,193,0.000416
562,22,168,225,0.000503875
563,24,209,318,0.000644041
564,36,319,484,0.00118033
565,19,166,260,0.000475083
566,13,107,139,0.000299791
567,22,198,278,0.000679042
568,29,260,418,0.000752
569,29,259,305,0.000925167
570,26,246,334,0.000856417
571,25,175,247,0.000614833
572,28,238,309,0.000774208
573,30,285,416,0.00102512
574,25,210,352,0.0008035
575,32,321,503,0.00111912
576,30,225,304,0.000666
577,27,238,333,0.000729291
578,31,324,468,0.000972833
579,40,473,785,0.00160837
580,18,135,234,0.000393292
581,34,368,676,0.00119108
582,22,186,277,0.000585833
583,22,153,224,0.000555584
584,17,128,178,0.000356541
